Horas_Estudio,Asistencia,Involucramiento_Padres,Acceso_a_Recursos,Actividades_Extracurriculares,Horas_Sueño,Puntajes_Anteriores,Nivel_Motivacion,Acceso_a_Internet,Sesiones_Tutorias,Ingreso_Familiar,Calidad_Maestro,Tipo_Escuela,Influencias_Compañeros,Actividad_Fisica,Discapacidad_de_Aprendizaje,Nivel_Educacion_Padres,Distancia_Hogar,Genero,Puntaje_Examen
22.0,62.0,Desconocido,Media,No,9.0,51.0,Media,Si,2.0,Baja,Media,Publica,Neutral,2.0,No,Preparatoria,Cerca,Desconocido,63.0
21.0,78.0,Baja,Alta,No,8.0,91.0,Media,No,1.0,Media,Baja,Privada,Negativa,0,No,Posgrado,Cerca,Femenino,67.0
0,92.0,Media,Alta,Si,8.0,68.0,Media,Si,1.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,70.0
21.0,91.0,Alta,Media,Si,6.0,53.0,Alta,Si,1.0,Media,Media,Publica,Positivo,3.0,No,Posgrado,Cerca,Femenino,71.0
30.0,97.0,Media,Alta,Si,6.0,66.0,Alta,Si,1.0,Desconocido,Media,Privada,Neutral,2.0,No,Universidad,Cerca,Masculino,74.0
24.0,81.0,Media,Alta,Si,9.0,64.0,Alta,Si,2.0,Alta,Baja,Publica,Desconocido,3.0,No,Preparatoria,Cerca,Masculino,70.0
0,64.0,Baja,Baja,No,6.0,88.0,Media,Si,1.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Moderado,Femenino,59.0
19.0,84.0,Baja,Media,Si,8.0,56.0,Media,Si,0.0,Baja,Media,Privada,Neutral,3.0,Si,Preparatoria,Cerca,Masculino,64.0
15.0,91.0,Baja,Media,No,10.0,78.0,Baja,Si,2.0,Media,Alta,Publica,Neutral,3.0,Desconocido,Preparatoria,Cerca,Femenino,67.0
18.0,64.0,Media,Media,Si,8.0,90.0,Media,Si,1.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Cerca,Masculino,63.0
18.0,67.0,Baja,Alta,Si,7.0,87.0,Media,Si,5.0,Baja,Desconocido,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,66.0
17.0,60.0,Media,Media,Si,5.0,97.0,Media,Si,1.0,Media,Desconocido,Desconocido,Negativa,4.0,No,Universidad,Lejos,Masculino,62.0
12.0,84.0,Baja,Media,No,7.0,50.0,Media,Si,3.0,Alta,Alta,Publica,Neutral,3.0,No,Preparatoria,Cerca,Masculino,0.0
19.0,95.0,Alta,Alta,Si,9.0,0,Media,Si,3.0,Alta,Media,Publica,Positivo,4.0,No,Universidad,Lejos,Masculino,73.0
17.0,87.0,Alta,Desconocido,Si,7.0,68.0,Alta,Si,1.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,70.0
2.0,99.0,Media,Baja,Si,9.0,52.0,Baja,Si,0.0,Media,Media,Desconocido,Neutral,4.0,No,Preparatoria,Cerca,Masculino,62.0
32.0,63.0,Media,Alta,No,8.0,91.0,Media,No,2.0,Alta,Baja,Desconocido,Positivo,5.0,Si,Preparatoria,Cerca,Femenino,68.0
27.0,96.0,Alta,Baja,Si,7.0,84.0,Media,Si,1.0,Alta,Media,Publica,Desconocido,3.0,No,Universidad,Cerca,Masculino,74.0
18.0,0,Media,Media,No,7.0,76.0,Baja,Si,2.0,Media,Media,Privada,Neutral,4.0,No,Preparatoria,Cerca,Femenino,96.0
20.0,73.0,Desconocido,Alta,No,5.0,70.0,Alta,Si,1.0,Baja,Alta,Publica,Negativa,2.0,No,Preparatoria,Moderado,Masculino,66.0
13.0,99.0,Baja,Alta,Si,6.0,95.0,Media,No,0.0,Baja,Media,Publica,Desconocido,4.0,Desconocido,Posgrado,Cerca,Masculino,69.0
30.0,72.0,Alta,Alta,Si,6.0,63.0,Media,Si,1.0,Baja,Media,Publica,Neutral,3.0,No,Posgrado,Cerca,Femenino,70.0
31.0,0,Media,Baja,Desconocido,8.0,67.0,Media,Si,2.0,Media,Media,Privada,Neutral,3.0,No,Universidad,Cerca,Masculino,73.0
21.0,95.0,Baja,Baja,No,0.0,98.0,Baja,Si,1.0,Baja,Alta,Desconocido,Positivo,2.0,No,Preparatoria,Cerca,Masculino,69.0
26.0,90.0,Alta,Alta,Si,9.0,53.0,Media,Si,1.0,Baja,Media,Privada,Neutral,4.0,No,Preparatoria,Lejos,Masculino,71.0
21.0,83.0,Alta,Baja,Si,7.0,89.0,Baja,No,0.0,Baja,Baja,Publica,Neutral,invalid,No,Universidad,Moderado,Femenino,65.0
12.0,65.0,Media,Baja,Si,6.0,86.0,Media,Si,1.0,Media,Media,Publica,Positivo,3.0,No,Posgrado,Cerca,Femenino,62.0
18.0,81.0,Alta,Alta,No,6.0,95.0,Baja,Si,1.0,Media,Desconocido,Publica,Positivo,3.0,No,Preparatoria,Cerca,Desconocido,69.0
21.0,74.0,Baja,Media,No,6.0,55.0,Alta,Si,3.0,Baja,Media,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,65.0
17.0,92.0,Media,Media,No,7.0,99.0,Media,Si,1.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Lejos,Femenino,68.0
19.0,90.0,Baja,Baja,Si,6.0,51.0,Alta,Si,1.0,Baja,Media,Publica,Negativa,3.0,Si,Desconocido,Cerca,Masculino,65.0
19.0,96.0,Desconocido,Alta,Si,5.0,67.0,Media,Si,4.0,Alta,Media,Privada,Neutral,0,No,Preparatoria,Moderado,Masculino,72.0
20.0,61.0,Alta,Alta,Si,9.0,54.0,Media,Si,2.0,Alta,Media,Privada,Positivo,4.0,No,Posgrado,Cerca,Masculino,67.0
20.0,92.0,Media,Desconocido,No,7.0,53.0,Media,Si,2.0,Media,Alta,Privada,Positivo,2.0,Desconocido,Desconocido,Lejos,Masculino,68.0
0,98.0,Baja,Desconocido,No,7.0,98.0,Media,No,0,Media,Alta,Publica,Desconocido,3.0,No,Preparatoria,Cerca,Masculino,68.0
16.0,92.0,Media,Media,No,6.0,86.0,Baja,No,2.0,Media,Media,Privada,Neutral,3.0,Desconocido,Universidad,Cerca,Femenino,66.0
12.0,65.0,Media,Alta,Si,5.0,75.0,Alta,Si,0,Alta,Media,Privada,Negativa,2.0,No,Preparatoria,Moderado,Masculino,62.0
26.0,0,Media,Media,Si,7.0,55.0,Media,Si,2.0,Desconocido,Alta,Publica,Neutral,4.0,No,Preparatoria,Lejos,Masculino,65.0
7.0,61.0,Baja,Alta,Si,4.0,76.0,Alta,Si,1.0,Media,Media,Privada,Positivo,5.0,No,Preparatoria,Lejos,Femenino,60.0
27.0,85.0,Alta,Media,Si,8.0,66.0,Media,Si,2.0,Baja,Alta,Privada,Neutral,4.0,Si,Preparatoria,Moderado,Masculino,70.0
28.0,0,Media,Media,Si,6.0,64.0,Baja,Si,1.0,Baja,Media,Desconocido,Neutral,1.0,No,Preparatoria,Moderado,Masculino,68.0
18.0,99.0,Media,Alta,Si,7.0,0,Baja,Si,1.0,Media,Media,Publica,Neutral,3.0,No,Posgrado,Cerca,Masculino,72.0
4.0,76.0,Media,Media,Si,8.0,90.0,Media,Si,2.0,Alta,Media,Publica,Positivo,2.0,No,Preparatoria,Moderado,Femenino,63.0
18.0,73.0,Media,Alta,Si,7.0,72.0,Baja,Si,0,Media,Media,Privada,Neutral,1.0,Si,Preparatoria,Moderado,Masculino,63.0
20.0,85.0,Baja,Media,Si,5.0,0,Baja,Si,1.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Cerca,Masculino,67.0
14.0,93.0,Media,Baja,Desconocido,9.0,83.0,Baja,Si,4.0,Media,Media,Publica,Neutral,2.0,No,Posgrado,Desconocido,Femenino,68.0
17.0,97.0,Media,Media,No,5.0,56.0,Baja,Si,2.0,Alta,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,69.0
29.0,92.0,Alta,Media,Si,4.0,91.0,Baja,Si,1.0,Alta,Alta,Publica,Neutral,4.0,No,Preparatoria,Cerca,Femenino,75.0
24.0,77.0,Baja,Media,No,8.0,92.0,Alta,Si,0.0,Alta,Media,Publica,Neutral,3.0,No,Preparatoria,Moderado,Masculino,67.0
14.0,85.0,Alta,Alta,Si,5.0,77.0,Media,Si,2.0,Baja,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,0.0
10.0,94.0,Baja,Media,No,9.0,59.0,Baja,Si,0.0,Media,Media,Publica,Positivo,2.0,No,Posgrado,Desconocido,Masculino,65.0
18.0,80.0,Baja,Alta,Si,8.0,75.0,Media,No,2.0,Media,Media,Publica,Negativa,0,No,Preparatoria,Cerca,Masculino,65.0
0,69.0,Desconocido,Media,Si,7.0,55.0,Baja,Si,1.0,Baja,Media,Publica,Positivo,0,No,Universidad,Desconocido,Femenino,63.0
23.0,67.0,Baja,Media,No,6.0,88.0,Media,Si,2.0,Media,Media,Desconocido,Neutral,4.0,Desconocido,Preparatoria,Cerca,Masculino,65.0
17.0,60.0,Media,Baja,No,6.0,66.0,Media,Si,0.0,Baja,Media,Publica,Positivo,2.0,No,Preparatoria,Lejos,Femenino,58.0
23.0,89.0,Alta,Alta,Si,6.0,66.0,Baja,Si,0.0,Baja,Alta,Desconocido,Positivo,3.0,No,Preparatoria,Moderado,Masculino,70.0
32.0,64.0,Baja,Baja,Si,6.0,97.0,Media,Si,1.0,Media,Baja,Publica,Neutral,5.0,No,Universidad,Moderado,Masculino,66.0
25.0,70.0,Media,Baja,No,9.0,71.0,Media,No,2.0,Baja,Media,Publica,Negativa,2.0,No,Universidad,Cerca,Femenino,63.0
20.0,72.0,Media,Baja,Si,6.0,89.0,Baja,Si,1.0,Baja,Media,Privada,Negativa,3.0,No,Preparatoria,Lejos,Masculino,62.0
19.0,82.0,Media,Media,Desconocido,8.0,82.0,Desconocido,Si,2.0,Media,Media,Privada,Positivo,3.0,No,Universidad,Moderado,Desconocido,69.0
18.0,76.0,Media,Desconocido,No,9.0,66.0,Alta,Si,1.0,Alta,Alta,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,66.0
27.0,87.0,Alta,Baja,No,6.0,56.0,Media,Si,0.0,Baja,Alta,Publica,Neutral,2.0,No,Preparatoria,Moderado,Masculino,68.0
16.0,62.0,Baja,Media,Si,8.0,90.0,Baja,Si,0,Alta,Media,Desconocido,Neutral,0,No,Posgrado,Lejos,Masculino,62.0
20.0,65.0,Alta,Media,No,6.0,88.0,Media,Si,0.0,Media,Alta,Publica,Negativa,4.0,Si,Preparatoria,Cerca,Masculino,64.0
20.0,80.0,Media,Alta,Si,7.0,58.0,Baja,No,0.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Cerca,Femenino,65.0
17.0,73.0,Media,Alta,Si,6.0,62.0,Baja,Si,2.0,Baja,Media,Privada,Negativa,3.0,No,Universidad,Lejos,Masculino,64.0
12.0,72.0,Desconocido,Media,No,6.0,88.0,Alta,Si,2.0,Alta,Media,Publica,Positivo,3.0,No,Preparatoria,Cerca,Femenino,65.0
22.0,63.0,Media,Media,Si,7.0,99.0,Baja,Si,3.0,Media,Media,Privada,Desconocido,4.0,No,Preparatoria,Moderado,Masculino,65.0
20.0,96.0,Baja,Media,Si,5.0,92.0,Media,Si,0.0,Media,Media,Publica,Neutral,3.0,Desconocido,Universidad,Cerca,Femenino,70.0
23.0,88.0,Desconocido,Alta,No,8.0,84.0,Alta,Si,2.0,Media,Media,Privada,Positivo,3.0,Desconocido,Posgrado,Cerca,Femenino,71.0
17.0,0,Desconocido,Media,Si,5.0,96.0,Baja,Si,2.0,Media,Alta,Publica,Positivo,3.0,No,Universidad,Moderado,Masculino,65.0
27.0,63.0,Alta,Media,No,5.0,64.0,Media,No,1.0,Alta,Alta,Publica,Desconocido,4.0,Desconocido,Posgrado,Cerca,Masculino,67.0
15.0,99.0,Baja,Alta,Si,7.0,50.0,Alta,No,4.0,Baja,Media,Publica,Positivo,2.0,No,Preparatoria,Desconocido,Masculino,68.0
30.0,87.0,Alta,Alta,Si,6.0,66.0,Baja,Si,1.0,Media,Desconocido,Publica,Neutral,4.0,No,Desconocido,Cerca,Masculino,73.0
0,77.0,Media,Alta,No,8.0,99.0,Media,Si,0.0,Media,Alta,Publica,Neutral,4.0,invalid,Preparatoria,Cerca,Masculino,64.0
23.0,88.0,Alta,Alta,No,7.0,94.0,Baja,No,3.0,Baja,Media,Privada,Positivo,1.0,No,Preparatoria,Cerca,Masculino,71.0
23.0,90.0,Media,Alta,No,5.0,53.0,Media,Si,2.0,Media,Alta,Privada,Positivo,2.0,No,Desconocido,Cerca,Femenino,70.0
15.0,91.0,Baja,Alta,No,8.0,75.0,Media,Si,4.0,Media,Media,Publica,Neutral,1.0,No,Preparatoria,Cerca,Femenino,68.0
23.0,79.0,Alta,Media,Si,7.0,54.0,Media,Si,0,Desconocido,Media,Privada,Neutral,4.0,No,Universidad,Moderado,Femenino,68.0
28.0,77.0,Desconocido,Alta,Si,7.0,89.0,Media,Si,3.0,Baja,Media,Publica,Positivo,3.0,Si,Preparatoria,Lejos,Masculino,68.0
7.0,60.0,Media,Alta,Si,10.0,69.0,Baja,Si,0.0,Baja,Media,Privada,Positivo,3.0,No,Universidad,Moderado,Femenino,59.0
23.0,97.0,Media,Media,Si,0.0,96.0,Media,Si,2.0,Media,Alta,Privada,Neutral,4.0,Desconocido,Universidad,Cerca,Masculino,0.0
5.0,84.0,Media,Media,Si,7.0,53.0,Baja,No,1.0,Baja,Alta,Publica,Desconocido,3.0,No,Posgrado,Moderado,Masculino,62.0
14.0,68.0,Desconocido,Baja,Si,5.0,87.0,Alta,Desconocido,2.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Desconocido,Masculino,64.0
30.0,97.0,Alta,Alta,No,5.0,70.0,Media,Si,0.0,Desconocido,Media,Publica,Positivo,2.0,No,Posgrado,Cerca,Masculino,76.0
17.0,97.0,Alta,Media,Si,9.0,63.0,Media,Si,2.0,Baja,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Masculino,70.0
13.0,100.0,Alta,Media,No,6.0,76.0,Desconocido,Desconocido,0.0,Baja,Baja,Publica,invalid,5.0,No,Posgrado,Cerca,Masculino,0.0
19.0,95.0,Media,Media,Si,7.0,74.0,Alta,No,0.0,Baja,Alta,Publica,Positivo,2.0,No,Desconocido,Cerca,Femenino,69.0
32.0,100.0,Baja,Alta,Si,5.0,67.0,Media,No,4.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Lejos,Desconocido,74.0
9.0,70.0,Alta,Media,No,8.0,82.0,Baja,No,2.0,Alta,Alta,Publica,Negativa,2.0,No,Desconocido,Cerca,Femenino,62.0
14.0,94.0,Media,Media,No,9.0,83.0,Alta,Si,2.0,Baja,Alta,Publica,Positivo,3.0,Desconocido,Posgrado,Moderado,Masculino,70.0
29.0,93.0,Baja,Media,Si,9.0,54.0,Media,No,4.0,Baja,Desconocido,Publica,Positivo,3.0,No,Preparatoria,Cerca,Masculino,71.0
31.0,69.0,Media,Baja,Desconocido,6.0,80.0,Baja,Si,4.0,Media,Desconocido,Publica,Negativa,2.0,No,Universidad,Cerca,Masculino,68.0
19.0,64.0,Alta,Baja,Si,8.0,86.0,Baja,Desconocido,3.0,Alta,Media,Privada,Neutral,3.0,No,Posgrado,Cerca,Femenino,66.0
13.0,0,Baja,Media,No,7.0,54.0,Alta,Si,3.0,Alta,Media,Publica,Negativa,0,No,Preparatoria,Lejos,Masculino,67.0
33.0,72.0,Alta,Media,No,8.0,83.0,Desconocido,Si,3.0,Baja,Alta,Privada,Neutral,4.0,No,Preparatoria,Cerca,Masculino,71.0
30.0,95.0,Media,Media,Si,7.0,90.0,Media,Si,3.0,Media,Media,Publica,Neutral,1.0,No,Desconocido,Moderado,Masculino,74.0
24.0,60.0,Baja,Media,Si,6.0,92.0,Baja,Desconocido,3.0,Media,Media,Publica,Positivo,2.0,No,Universidad,Cerca,Masculino,65.0
0,61.0,Alta,Baja,Si,9.0,52.0,Media,Si,1.0,Media,Media,Privada,Neutral,3.0,No,Preparatoria,Desconocido,Femenino,60.0
20.0,79.0,Alta,Alta,Si,7.0,85.0,Baja,Si,2.0,Media,Media,Publica,Neutral,2.0,No,Universidad,Moderado,Masculino,69.0
19.0,70.0,Media,Media,Si,6.0,90.0,Baja,Desconocido,2.0,Baja,Media,Privada,Positivo,3.0,No,Preparatoria,Moderado,Masculino,65.0
22.0,88.0,Media,Baja,Si,7.0,70.0,Media,Si,3.0,Baja,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,0.0
29.0,83.0,Media,Baja,Si,6.0,77.0,Alta,Si,0,Media,Media,Publica,Neutral,4.0,No,Preparatoria,Cerca,Masculino,70.0
25.0,63.0,Alta,Baja,Si,8.0,63.0,Media,Si,0.0,Media,Alta,Privada,Positivo,1.0,Si,Posgrado,Cerca,Femenino,65.0
14.0,67.0,Baja,Baja,Si,7.0,66.0,Baja,Si,0.0,Baja,Media,Publica,Neutral,4.0,No,Preparatoria,Lejos,Femenino,57.0
28.0,0,Media,Media,Si,6.0,75.0,Baja,Si,0.0,Media,Alta,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,68.0
22.0,0,Alta,Alta,No,10.0,58.0,Media,Si,2.0,Alta,Baja,Publica,Neutral,3.0,invalid,Posgrado,Cerca,Masculino,67.0
24.0,92.0,Media,Media,No,5.0,69.0,Media,Si,2.0,Media,Media,Privada,Negativa,4.0,No,Preparatoria,Desconocido,Femenino,0.0
29.0,77.0,Media,Media,Si,8.0,65.0,Media,Si,1.0,Media,Media,Publica,Neutral,3.0,No,Desconocido,Cerca,Masculino,68.0
13.0,64.0,Alta,Alta,Si,7.0,62.0,Media,Si,1.0,Baja,Media,Publica,Neutral,0,No,Universidad,Moderado,Femenino,62.0
20.0,79.0,Alta,Media,Si,5.0,74.0,Media,Si,invalid,Baja,Media,Publica,Neutral,0,No,Preparatoria,Lejos,Masculino,67.0
17.0,64.0,Alta,Alta,Si,6.0,92.0,Desconocido,Si,0,Media,Media,Privada,Positivo,1.0,No,Posgrado,Cerca,Desconocido,66.0
11.0,65.0,Media,Desconocido,Si,5.0,62.0,Media,invalid,2.0,Media,Alta,Publica,Neutral,2.0,No,Universidad,Lejos,Femenino,60.0
22.0,70.0,Alta,Baja,No,10.0,83.0,Baja,Si,0,Media,Desconocido,Publica,Positivo,2.0,No,Universidad,Moderado,Desconocido,65.0
35.0,94.0,Alta,Media,Si,7.0,63.0,Media,Si,1.0,Baja,Alta,Publica,Positivo,2.0,No,Universidad,Cerca,Femenino,75.0
9.0,97.0,Baja,Media,Si,7.0,0,Media,Si,4.0,Media,Alta,Publica,Neutral,5.0,No,Preparatoria,Lejos,Femenino,67.0
20.0,93.0,Media,Alta,No,10.0,97.0,Media,Si,1.0,Baja,Media,Publica,Neutral,2.0,No,Posgrado,Moderado,Masculino,71.0
24.0,73.0,Baja,Baja,Si,6.0,82.0,Media,Si,0.0,Media,Media,Publica,Negativa,2.0,Si,Preparatoria,Cerca,Masculino,63.0
21.0,71.0,Alta,Media,Si,0.0,55.0,Baja,Si,2.0,Alta,Alta,Publica,Positivo,1.0,No,Posgrado,Moderado,Masculino,67.0
19.0,82.0,Alta,Media,No,8.0,82.0,Baja,Si,2.0,Baja,Media,Privada,Negativa,4.0,No,Posgrado,Cerca,Femenino,68.0
12.0,89.0,Alta,Baja,Si,0.0,59.0,Baja,Si,2.0,Baja,Alta,Publica,Negativa,4.0,No,Preparatoria,Cerca,Masculino,65.0
21.0,100.0,Baja,Alta,No,6.0,94.0,Media,No,1.0,Alta,Media,Publica,Positivo,3.0,No,Universidad,Moderado,Femenino,72.0
15.0,65.0,Media,Media,No,8.0,62.0,Media,Si,1.0,Media,Media,Publica,Neutral,4.0,No,Preparatoria,Moderado,Femenino,61.0
7.0,62.0,Baja,Desconocido,No,7.0,90.0,Media,Si,1.0,Media,Baja,Publica,Neutral,5.0,No,Universidad,Moderado,Femenino,60.0
27.0,88.0,Alta,Alta,Si,7.0,60.0,Media,Si,2.0,Baja,Media,Publica,Positivo,2.0,No,Preparatoria,Cerca,Femenino,72.0
26.0,93.0,Media,Media,Si,6.0,78.0,Media,Si,2.0,Media,Media,Publica,Neutral,3.0,No,Posgrado,Lejos,Femenino,72.0
20.0,94.0,Baja,Media,Si,6.0,96.0,Media,Si,2.0,Media,Media,Privada,Negativa,3.0,No,Universidad,Cerca,Masculino,70.0
21.0,87.0,Desconocido,Media,No,7.0,65.0,Alta,Si,0,Media,Media,Publica,Negativa,3.0,Desconocido,Universidad,Cerca,Masculino,67.0
0,98.0,Media,Media,No,10.0,54.0,Media,Si,0.0,Baja,Alta,Privada,Neutral,1.0,No,Posgrado,Cerca,Masculino,71.0
0,80.0,Media,Baja,Si,6.0,78.0,Media,Si,0.0,Desconocido,Media,Desconocido,Negativa,2.0,No,Desconocido,Cerca,Desconocido,66.0
25.0,97.0,Alta,Alta,No,6.0,59.0,Desconocido,Si,0.0,Baja,Alta,Publica,Positivo,0,Desconocido,Preparatoria,Cerca,Femenino,72.0
18.0,99.0,Media,Media,Si,7.0,86.0,Media,No,1.0,Alta,Media,Publica,Neutral,4.0,No,Preparatoria,Moderado,Femenino,70.0
28.0,94.0,Media,Desconocido,Si,5.0,80.0,Media,Si,2.0,Alta,Media,Publica,Negativa,2.0,No,Preparatoria,Moderado,Femenino,71.0
22.0,72.0,Baja,Baja,Si,0.0,67.0,Alta,Si,2.0,Media,Media,Publica,Negativa,4.0,No,Universidad,Lejos,Masculino,64.0
21.0,68.0,Media,Media,Si,5.0,85.0,Media,No,3.0,Alta,Media,Publica,Positivo,2.0,No,Desconocido,Moderado,Desconocido,66.0
12.0,82.0,Alta,Baja,No,5.0,62.0,Baja,Si,2.0,Media,Media,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,64.0
22.0,78.0,Media,Media,Si,5.0,96.0,Media,Si,0.0,Baja,Media,Publica,Neutral,3.0,No,Preparatoria,Moderado,Masculino,67.0
15.0,95.0,Baja,Baja,No,5.0,67.0,Alta,Si,3.0,Media,Media,Publica,Positivo,3.0,No,Preparatoria,Moderado,Femenino,67.0
16.0,64.0,Alta,Desconocido,No,9.0,88.0,Media,Si,0,Media,Alta,Publica,Desconocido,3.0,No,Preparatoria,Cerca,Masculino,64.0
15.0,70.0,Baja,Media,No,8.0,63.0,Baja,Si,0,Media,Media,Desconocido,Positivo,4.0,No,Preparatoria,Moderado,Femenino,61.0
0,90.0,Alta,Alta,Si,8.0,86.0,Media,Si,4.0,Media,Media,Privada,Negativa,2.0,No,Preparatoria,Cerca,Femenino,99.0
33.0,64.0,Media,Media,No,8.0,52.0,Baja,No,3.0,Alta,Media,Publica,Positivo,4.0,No,Preparatoria,Cerca,Masculino,67.0
28.0,0,Media,Alta,Si,7.0,65.0,Desconocido,Si,3.0,Alta,Alta,Publica,Positivo,3.0,No,Posgrado,Cerca,Desconocido,72.0
32.0,75.0,Baja,Baja,No,7.0,55.0,Media,Si,1.0,Media,Media,Publica,Neutral,4.0,No,Preparatoria,Moderado,Masculino,66.0
13.0,85.0,Baja,Alta,Si,9.0,73.0,Alta,Si,3.0,Media,Alta,Publica,Positivo,2.0,No,Posgrado,Moderado,Masculino,68.0
20.0,66.0,Alta,Baja,No,9.0,72.0,Baja,Si,1.0,Media,Alta,Desconocido,Positivo,1.0,No,Universidad,Desconocido,Femenino,64.0
12.0,94.0,Alta,Alta,No,5.0,68.0,Alta,Si,1.0,Alta,Media,Publica,Neutral,2.0,No,Preparatoria,Cerca,Masculino,69.0
16.0,78.0,Media,Alta,Desconocido,10.0,99.0,Baja,Si,0.0,Baja,Media,Publica,Positivo,4.0,No,Preparatoria,Lejos,Femenino,65.0
14.0,97.0,Baja,Alta,No,5.0,62.0,Media,No,1.0,Media,Media,Publica,Neutral,4.0,Desconocido,Posgrado,Lejos,Femenino,66.0
27.0,79.0,Alta,Alta,Si,6.0,90.0,Baja,Desconocido,3.0,Media,Alta,Publica,Positivo,0,No,Preparatoria,Cerca,invalid,73.0
18.0,71.0,Media,Media,Si,7.0,72.0,Baja,Si,0.0,Baja,Media,Publica,Neutral,4.0,No,Preparatoria,Desconocido,Femenino,63.0
26.0,66.0,Desconocido,Media,Si,7.0,67.0,Alta,Si,3.0,Desconocido,Media,Publica,Negativa,4.0,No,Preparatoria,Moderado,Femenino,66.0
24.0,60.0,Media,Media,Si,10.0,60.0,Baja,Si,3.0,Baja,Alta,Privada,Neutral,2.0,No,Posgrado,Desconocido,Femenino,65.0
34.0,81.0,Media,Media,Si,0.0,82.0,Baja,Si,1.0,Media,Alta,Publica,Negativa,2.0,No,Preparatoria,Cerca,Masculino,71.0
11.0,64.0,Media,Baja,Si,8.0,67.0,Alta,No,1.0,Media,Media,Publica,Neutral,2.0,Si,Universidad,Cerca,Masculino,58.0
28.0,76.0,Media,Media,No,9.0,91.0,Media,Si,0.0,Baja,Alta,Privada,Neutral,3.0,No,Preparatoria,Moderado,Masculino,68.0
27.0,84.0,Media,Media,No,8.0,98.0,Media,Si,0.0,Baja,Media,Publica,Neutral,4.0,No,Preparatoria,Moderado,Masculino,69.0
14.0,71.0,Alta,Baja,Si,0.0,61.0,Baja,Si,0.0,Desconocido,Media,Publica,Positivo,3.0,No,Posgrado,Cerca,Femenino,63.0
26.0,67.0,Media,Media,Si,8.0,56.0,Media,Si,1.0,Media,Media,Publica,Negativa,5.0,Desconocido,Universidad,Cerca,Femenino,66.0
22.0,91.0,Media,Media,Si,7.0,66.0,Media,No,0.0,Alta,Alta,Publica,Negativa,3.0,Desconocido,Universidad,Cerca,Femenino,69.0
19.0,98.0,Media,Baja,Si,6.0,73.0,Media,Desconocido,3.0,Baja,Media,Privada,Negativa,3.0,No,Universidad,Cerca,Masculino,69.0
0,64.0,Alta,Media,No,9.0,65.0,Media,Si,2.0,Media,Media,Publica,Neutral,2.0,No,Preparatoria,Cerca,Masculino,63.0
16.0,0,Baja,Alta,Desconocido,7.0,99.0,Media,Si,1.0,Baja,Media,Publica,Positivo,3.0,No,Universidad,Cerca,Femenino,65.0
32.0,98.0,Baja,Alta,No,5.0,89.0,Media,Si,2.0,Alta,Baja,Privada,Positivo,3.0,No,Universidad,Cerca,Masculino,76.0
20.0,62.0,Alta,Media,Si,6.0,98.0,Alta,Si,0.0,Desconocido,Alta,Publica,Neutral,0,No,Posgrado,Cerca,Masculino,67.0
25.0,99.0,Baja,Media,No,8.0,0,Media,No,1.0,Baja,Alta,Publica,Positivo,3.0,No,Posgrado,Moderado,Desconocido,70.0
15.0,60.0,Media,Baja,No,9.0,65.0,Media,Si,0,Media,Desconocido,Publica,Negativa,5.0,No,Universidad,Moderado,Masculino,60.0
15.0,95.0,Alta,Baja,No,8.0,70.0,Media,Si,2.0,Alta,Alta,Publica,Neutral,3.0,Si,Preparatoria,Cerca,Femenino,68.0
26.0,72.0,Media,Media,Si,8.0,76.0,Media,Si,1.0,Media,Media,Publica,Negativa,0,No,Posgrado,Desconocido,Masculino,68.0
12.0,98.0,Baja,Alta,Si,6.0,87.0,Media,Si,2.0,Baja,Desconocido,Privada,Neutral,3.0,No,Posgrado,Cerca,Femenino,70.0
18.0,73.0,Media,Alta,Si,7.0,94.0,Alta,Si,1.0,Alta,Media,Privada,Neutral,3.0,No,Posgrado,Moderado,Femenino,68.0
20.0,86.0,Alta,Alta,No,7.0,73.0,Media,Si,3.0,Baja,Baja,Publica,Neutral,0,Si,Preparatoria,Cerca,Masculino,0.0
21.0,63.0,Media,Media,Si,7.0,64.0,Media,Si,0.0,Baja,Media,Publica,Negativa,3.0,No,Preparatoria,Cerca,Femenino,62.0
19.0,70.0,Alta,Baja,No,7.0,66.0,Media,Si,1.0,Alta,Baja,Privada,Neutral,4.0,No,Universidad,Moderado,Masculino,64.0
